code,name,open,pre_close,price,high,low,买入价格,买入数量,卖出价格,卖出数量,交易规则,执行结果,选中
300474,景嘉微,,,,,,,,,,,,
603659,璞泰来,,,,,,,,,,,,
600905,三峡能源,,,,,,,,,,,,
600765,中航重机,,,,,,,,,,,,
600549,厦门钨业,,,,,,,,,,,,
600346,恒力石化,,,,,,,,,,,,
600406,国电南瑞,,,,,,,,,,,,
600019,宝钢股份,,,,,,,,,,,,
